date,metric,submetric,value,display
Oct 1 2022,Deaths by sex,Female,7532,Number
Jan 1 2023,Deaths by sex,Female,7060,Number
Apr 1 2023,Deaths by sex,Female,6264,Number
Jul 1 2023,Deaths by sex,Female,6085,Number
Oct 1 2023,Deaths by sex,Female,7015,Number
Jan 1 2024,Deaths by sex,Female,7330,Number
Apr 1 2024,Deaths by sex,Female,6301,Number
Jul 1 2024,Deaths by sex,Female,6237,Number
Oct 1 2024,Deaths by sex,Female,6972,Number
Jan 1 2022,Deaths by race/ethnicity,Asian/PI,1747,Number
Apr 1 2022,Deaths by race/ethnicity,Asian/PI,1288,Number
Jul 1 2022,Deaths by race/ethnicity,Asian/PI,1372,Number
Oct 1 2022,Deaths by race/ethnicity,Asian/PI,1499,Number
Jan 1 2023,Deaths by race/ethnicity,Asian/PI,1359,Number
Apr 1 2023,Deaths by race/ethnicity,Asian/PI,1224,Number
Jul 1 2023,Deaths by race/ethnicity,Asian/PI,1233,Number
Oct 1 2023,Deaths by race/ethnicity,Asian/PI,1541,Number
Jan 1 2024,Deaths by race/ethnicity,Asian/PI,1506,Number
Apr 1 2024,Deaths by race/ethnicity,Asian/PI,1352,Number
Jul 1 2024,Deaths by race/ethnicity,Asian/PI,1292,Number
Oct 1 2024,Deaths by race/ethnicity,Asian/PI,1478,Number
Jan 1 2022,Deaths by race/ethnicity,Black,4773,Number
Apr 1 2022,Deaths by race/ethnicity,Black,3570,Number
Jul 1 2022,Deaths by race/ethnicity,Black,3908,Number
Oct 1 2022,Deaths by race/ethnicity,Black,4285,Number
Jan 1 2023,Deaths by race/ethnicity,Black,3889,Number
Apr 1 2023,Deaths by race/ethnicity,Black,3626,Number
Jul 1 2023,Deaths by race/ethnicity,Black,3622,Number
Oct 1 2023,Deaths by race/ethnicity,Black,4037,Number
Jan 1 2024,Deaths by race/ethnicity,Black,4012,Number
Apr 1 2024,Deaths by race/ethnicity,Black,3669,Number
Jul 1 2024,Deaths by race/ethnicity,Black,3597,Number
Oct 1 2024,Deaths by race/ethnicity,Black,3906,Number
Jan 1 2022,Deaths by race/ethnicity,Hispanic,3898,Number
Apr 1 2022,Deaths by race/ethnicity,Hispanic,2892,Number
Jul 1 2022,Deaths by race/ethnicity,Hispanic,3108,Number
Oct 1 2022,Deaths by race/ethnicity,Hispanic,3407,Number
Jan 1 2023,Deaths by race/ethnicity,Hispanic,3069,Number
Apr 1 2023,Deaths by race/ethnicity,Hispanic,2888,Number
Jul 1 2023,Deaths by race/ethnicity,Hispanic,2951,Number
Oct 1 2023,Deaths by race/ethnicity,Hispanic,3316,Number
Jan 1 2024,Deaths by race/ethnicity,Hispanic,3311,Number
Apr 1 2024,Deaths by race/ethnicity,Hispanic,2913,Number
Jul 1 2024,Deaths by race/ethnicity,Hispanic,2881,Number
Oct 1 2024,Deaths by race/ethnicity,Hispanic,3103,Number
Jan 1 2022,Deaths by race/ethnicity,White,6756,Number
Apr 1 2022,Deaths by race/ethnicity,White,5167,Number
Jul 1 2022,Deaths by race/ethnicity,White,5207,Number
Oct 1 2022,Deaths by race/ethnicity,White,6045,Number
Jan 1 2023,Deaths by race/ethnicity,White,5726,Number
Apr 1 2023,Deaths by race/ethnicity,White,4959,Number
Jul 1 2023,Deaths by race/ethnicity,White,4932,Number
Oct 1 2023,Deaths by race/ethnicity,White,5429,Number
Jan 1 2024,Deaths by race/ethnicity,White,5677,Number
Apr 1 2024,Deaths by race/ethnicity,White,4713,Number
Jul 1 2024,Deaths by race/ethnicity,White,4821,Number
Oct 1 2024,Deaths by race/ethnicity,White,5204,Number
Jan 1 2022,Deaths by race/ethnicity,Other/Unknown,479,Number
Apr 1 2022,Deaths by race/ethnicity,Other/Unknown,335,Number
Jul 1 2022,Deaths by race/ethnicity,Other/Unknown,406,Number
Oct 1 2022,Deaths by race/ethnicity,Other/Unknown,454,Number
Jan 1 2023,Deaths by race/ethnicity,Other/Unknown,427,Number
Apr 1 2023,Deaths by race/ethnicity,Other/Unknown,392,Number
Jul 1 2023,Deaths by race/ethnicity,Other/Unknown,386,Number
Oct 1 2023,Deaths by race/ethnicity,Other/Unknown,453,Number
Jan 1 2024,Deaths by race/ethnicity,Other/Unknown,484,Number
Apr 1 2024,Deaths by race/ethnicity,Other/Unknown,423,Number
Jul 1 2024,Deaths by race/ethnicity,Other/Unknown,444,Number
Oct 1 2024,Deaths by race/ethnicity,Other/Unknown,477,Number
Jan 1 2022,Deaths by cause,Accidents,389,Number
Apr 1 2022,Deaths by cause,Accidents,304,Number
Jul 1 2022,Deaths by cause,Accidents,352,Number
Oct 1 2022,Deaths by cause,Accidents,416,Number
Jan 1 2023,Deaths by cause,Accidents,317,Number
Apr 1 2023,Deaths by cause,Accidents,342,Number
Jul 1 2023,Deaths by cause,Accidents,321,Number
Oct 1 2023,Deaths by cause,Accidents,375,Number
Jan 1 2024,Deaths by cause,Accidents,363,Number
Apr 1 2024,Deaths by cause,Accidents,371,Number
Jul 1 2024,Deaths by cause,Accidents,335,Number
Oct 1 2024,Deaths by cause,Accidents,357,Number
Jan 1 2022,Deaths by cause,Alzheimer's,277,Number
Apr 1 2022,Deaths by cause,Alzheimer's,240,Number
Jul 1 2022,Deaths by cause,Alzheimer's,223,Number
Oct 1 2022,Deaths by cause,Alzheimer's,239,Number
Jan 1 2023,Deaths by cause,Alzheimer's,247,Number
Apr 1 2023,Deaths by cause,Alzheimer's,200,Number
Jul 1 2023,Deaths by cause,Alzheimer's,171,Number
Oct 1 2023,Deaths by cause,Alzheimer's,256,Number
Jan 1 2024,Deaths by cause,Alzheimer's,272,Number
Apr 1 2024,Deaths by cause,Alzheimer's,195,Number
Jul 1 2024,Deaths by cause,Alzheimer's,157,Number
Oct 1 2024,Deaths by cause,Alzheimer's,233,Number
Jan 1 2022,Deaths by cause,Cancer,2808,Number
Apr 1 2022,Deaths by cause,Cancer,2726,Number
Jul 1 2022,Deaths by cause,Cancer,2952,Number
Oct 1 2022,Deaths by cause,Cancer,2882,Number
Jan 1 2023,Deaths by cause,Cancer,2792,Number
Apr 1 2023,Deaths by cause,Cancer,2731,Number
Jul 1 2023,Deaths by cause,Cancer,2835,Number
Oct 1 2023,Deaths by cause,Cancer,2984,Number
Jan 1 2024,Deaths by cause,Cancer,2964,Number
Apr 1 2024,Deaths by cause,Cancer,2838,Number
Jul 1 2024,Deaths by cause,Cancer,2958,Number
Oct 1 2024,Deaths by cause,Cancer,2911,Number
Jan 1 2022,Deaths by cause,Cerebrovascular Disease,592,Number
Apr 1 2022,Deaths by cause,Cerebrovascular Disease,504,Number
Jul 1 2022,Deaths by cause,Cerebrovascular Disease,514,Number
Oct 1 2022,Deaths by cause,Cerebrovascular Disease,565,Number
Jan 1 2023,Deaths by cause,Cerebrovascular Disease,536,Number
Apr 1 2023,Deaths by cause,Cerebrovascular Disease,520,Number
Jul 1 2023,Deaths by cause,Cerebrovascular Disease,530,Number
Oct 1 2023,Deaths by cause,Cerebrovascular Disease,614,Number
Jan 1 2024,Deaths by cause,Cerebrovascular Disease,623,Number
Apr 1 2024,Deaths by cause,Cerebrovascular Disease,568,Number
Jul 1 2024,Deaths by cause,Cerebrovascular Disease,495,Number
Oct 1 2024,Deaths by cause,Cerebrovascular Disease,598,Number
Jan 1 2022,Deaths by cause,Chronic liver disease,141,Number
Apr 1 2022,Deaths by cause,Chronic liver disease,126,Number
Jul 1 2022,Deaths by cause,Chronic liver disease,181,Number
Oct 1 2022,Deaths by cause,Chronic liver disease,146,Number
Jan 1 2023,Deaths by cause,Chronic liver disease,139,Number
Apr 1 2023,Deaths by cause,Chronic liver disease,128,Number
Jul 1 2023,Deaths by cause,Chronic liver disease,124,Number
Oct 1 2023,Deaths by cause,Chronic liver disease,153,Number
Jan 1 2024,Deaths by cause,Chronic liver disease,145,Number
Apr 1 2024,Deaths by cause,Chronic liver disease,125,Number
Jul 1 2024,Deaths by cause,Chronic liver disease,134,Number
Oct 1 2024,Deaths by cause,Chronic liver disease,126,Number
Jan 1 2022,Deaths by cause,CLRD,335,Number
Apr 1 2022,Deaths by cause,CLRD,360,Number
Jul 1 2022,Deaths by cause,CLRD,323,Number
Oct 1 2022,Deaths by cause,CLRD,401,Number
Jan 1 2023,Deaths by cause,CLRD,405,Number
Apr 1 2023,Deaths by cause,CLRD,355,Number
Jul 1 2023,Deaths by cause,CLRD,345,Number
Oct 1 2023,Deaths by cause,CLRD,381,Number
Jan 1 2024,Deaths by cause,CLRD,380,Number
Apr 1 2024,Deaths by cause,CLRD,334,Number
Jul 1 2024,Deaths by cause,CLRD,343,Number
Oct 1 2024,Deaths by cause,CLRD,367,Number
Jan 1 2022,Deaths by cause,COVID-19,2941,Number
Apr 1 2022,Deaths by cause,COVID-19,310,Number
Jul 1 2022,Deaths by cause,COVID-19,477,Number
Oct 1 2022,Deaths by cause,COVID-19,666,Number
Jan 1 2023,Deaths by cause,COVID-19,438,Number
Apr 1 2023,Deaths by cause,COVID-19,68,Number
Jul 1 2023,Deaths by cause,COVID-19,136,Number
Oct 1 2023,Deaths by cause,COVID-19,207,Number
Jan 1 2024,Deaths by cause,COVID-19,322,Number
Apr 1 2024,Deaths by cause,COVID-19,62,Number
Jul 1 2024,Deaths by cause,COVID-19,122,Number
Oct 1 2024,Deaths by cause,COVID-19,57,Number
Jan 1 2022,Deaths by cause,Diabetes,453,Number
Apr 1 2022,Deaths by cause,Diabetes,386,Number
Jul 1 2022,Deaths by cause,Diabetes,411,Number
Oct 1 2022,Deaths by cause,Diabetes,516,Number
Jan 1 2023,Deaths by cause,Diabetes,466,Number
Apr 1 2023,Deaths by cause,Diabetes,364,Number
Jul 1 2023,Deaths by cause,Diabetes,358,Number
Oct 1 2023,Deaths by cause,Diabetes,433,Number
Jan 1 2024,Deaths by cause,Diabetes,452,Number
Apr 1 2024,Deaths by cause,Diabetes,383,Number
Jul 1 2024,Deaths by cause,Diabetes,392,Number
Oct 1 2024,Deaths by cause,Diabetes,423,Number
Jan 1 2022,Deaths by cause,Diseases of heart,4748,Number
Apr 1 2022,Deaths by cause,Diseases of heart,3829,Number
Jul 1 2022,Deaths by cause,Diseases of heart,3803,Number
Oct 1 2022,Deaths by cause,Diseases of heart,4426,Number
Jan 1 2023,Deaths by cause,Diseases of heart,4103,Number
Apr 1 2023,Deaths by cause,Diseases of heart,3722,Number
Jul 1 2023,Deaths by cause,Diseases of heart,3612,Number
Oct 1 2023,Deaths by cause,Diseases of heart,4329,Number
Jan 1 2024,Deaths by cause,Diseases of heart,4236,Number
Apr 1 2024,Deaths by cause,Diseases of heart,3759,Number
Jul 1 2024,Deaths by cause,Diseases of heart,3807,Number
Oct 1 2024,Deaths by cause,Diseases of heart,4153,Number
Jan 1 2022,Deaths by cause,Drug-related,705,Number
Apr 1 2022,Deaths by cause,Drug-related,722,Number
Jul 1 2022,Deaths by cause,Drug-related,819,Number
Oct 1 2022,Deaths by cause,Drug-related,879,Number
Jan 1 2023,Deaths by cause,Drug-related,740,Number
Apr 1 2023,Deaths by cause,Drug-related,812,Number
Jul 1 2023,Deaths by cause,Drug-related,810,Number
Oct 1 2023,Deaths by cause,Drug-related,750,Number
Jan 1 2024,Deaths by cause,Drug-related,661,Number
Apr 1 2024,Deaths by cause,Drug-related,583,Number
Jul 1 2024,Deaths by cause,Drug-related,519,Number
Oct 1 2024,Deaths by cause,Drug-related,,Number
Jan 1 2022,Deaths by cause,Hypertension,328,Number
Apr 1 2022,Deaths by cause,Hypertension,261,Number
Jul 1 2022,Deaths by cause,Hypertension,301,Number
Oct 1 2022,Deaths by cause,Hypertension,351,Number
Jan 1 2023,Deaths by cause,Hypertension,301,Number
Apr 1 2023,Deaths by cause,Hypertension,311,Number
Jul 1 2023,Deaths by cause,Hypertension,293,Number
Oct 1 2023,Deaths by cause,Hypertension,331,Number
Jan 1 2024,Deaths by cause,Hypertension,346,Number
Apr 1 2024,Deaths by cause,Hypertension,260,Number
Jul 1 2024,Deaths by cause,Hypertension,268,Number
Oct 1 2024,Deaths by cause,Hypertension,291,Number
Jan 1 2022,Deaths by cause,Homicide,100,Number
Apr 1 2022,Deaths by cause,Homicide,111,Number
Jul 1 2022,Deaths by cause,Homicide,136,Number
Oct 1 2022,Deaths by cause,Homicide,107,Number
Jan 1 2023,Deaths by cause,Homicide,93,Number
Apr 1 2023,Deaths by cause,Homicide,114,Number
Jul 1 2023,Deaths by cause,Homicide,110,Number
Oct 1 2023,Deaths by cause,Homicide,89,Number
Jan 1 2024,Deaths by cause,Homicide,85,Number
Apr 1 2024,Deaths by cause,Homicide,86,Number
Jul 1 2024,Deaths by cause,Homicide,106,Number
Oct 1 2024,Deaths by cause,Homicide,99,Number
Jan 1 2022,Deaths by cause,Influenza and pneumonia,411,Number
Apr 1 2022,Deaths by cause,Influenza and pneumonia,347,Number
Jul 1 2022,Deaths by cause,Influenza and pneumonia,340,Number
Oct 1 2022,Deaths by cause,Influenza and pneumonia,477,Number
Jan 1 2023,Deaths by cause,Influenza and pneumonia,426,Number
Apr 1 2023,Deaths by cause,Influenza and pneumonia,338,Number
Jul 1 2023,Deaths by cause,Influenza and pneumonia,316,Number
Oct 1 2023,Deaths by cause,Influenza and pneumonia,385,Number
Jan 1 2024,Deaths by cause,Influenza and pneumonia,484,Number
Apr 1 2024,Deaths by cause,Influenza and pneumonia,307,Number
Jul 1 2024,Deaths by cause,Influenza and pneumonia,284,Number
Oct 1 2024,Deaths by cause,Influenza and pneumonia,348,Number
Jan 1 2022,Deaths by cause,Kidney disease,172,Number
Apr 1 2022,Deaths by cause,Kidney disease,162,Number
Jul 1 2022,Deaths by cause,Kidney disease,167,Number
Oct 1 2022,Deaths by cause,Kidney disease,215,Number
Jan 1 2023,Deaths by cause,Kidney disease,208,Number
Apr 1 2023,Deaths by cause,Kidney disease,178,Number
Jul 1 2023,Deaths by cause,Kidney disease,157,Number
Oct 1 2023,Deaths by cause,Kidney disease,211,Number
Jan 1 2024,Deaths by cause,Kidney disease,191,Number
Apr 1 2024,Deaths by cause,Kidney disease,135,Number
Jul 1 2024,Deaths by cause,Kidney disease,186,Number
Oct 1 2024,Deaths by cause,Kidney disease,205,Number
Jan 1 2022,Deaths by cause,Septicemia,234,Number
Apr 1 2022,Deaths by cause,Septicemia,238,Number
Jul 1 2022,Deaths by cause,Septicemia,266,Number
Oct 1 2022,Deaths by cause,Septicemia,293,Number
Jan 1 2023,Deaths by cause,Septicemia,271,Number
Apr 1 2023,Deaths by cause,Septicemia,225,Number
Jul 1 2023,Deaths by cause,Septicemia,269,Number
Oct 1 2023,Deaths by cause,Septicemia,275,Number
Jan 1 2024,Deaths by cause,Septicemia,261,Number
Apr 1 2024,Deaths by cause,Septicemia,231,Number
Jul 1 2024,Deaths by cause,Septicemia,235,Number
Oct 1 2024,Deaths by cause,Septicemia,312,Number
Jan 1 2022,Deaths by cause,Suicide,145,Number
Apr 1 2022,Deaths by cause,Suicide,170,Number
Jul 1 2022,Deaths by cause,Suicide,141,Number
Oct 1 2022,Deaths by cause,Suicide,145,Number
Jan 1 2023,Deaths by cause,Suicide,138,Number
Apr 1 2023,Deaths by cause,Suicide,127,Number
Jul 1 2023,Deaths by cause,Suicide,151,Number
Oct 1 2023,Deaths by cause,Suicide,131,Number
Jan 1 2024,Deaths by cause,Suicide,123,Number
Apr 1 2024,Deaths by cause,Suicide,133,Number
Jul 1 2024,Deaths by cause,Suicide,137,Number
Oct 1 2024,Deaths by cause,Suicide,131,Number
Jan 1 2022,Total IMR,Total,3.99,"per 1,000 live births"
Apr 1 2022,Total IMR,Total,4.1,"per 1,000 live births"
Jul 1 2022,Total IMR,Total,4.24,"per 1,000 live births"
Oct 1 2022,Total IMR,Total,4.29,"per 1,000 live births"
Jan 1 2023,Total IMR,Total,4.31,"per 1,000 live births"
Apr 1 2023,Total IMR,Total,4.26,"per 1,000 live births"
Jul 1 2023,Total IMR,Total,4.15,"per 1,000 live births"
Oct 1 2023,Total IMR,Total,4.21,"per 1,000 live births"
Jan 1 2024,Total IMR,Total,4.22,"per 1,000 live births"
Apr 1 2024,Total IMR,Total,4.2,"per 1,000 live births"
Jul 1 2024,Total IMR,Total,4.05,"per 1,000 live births"
Oct 1 2024,Total IMR,Total,3.89,"per 1,000 live births"
Jan 1 2022,IMR by age,Neonatal,2.45,"per 1,000 live births"
Apr 1 2022,IMR by age,Neonatal,2.54,"per 1,000 live births"
Jul 1 2022,IMR by age,Neonatal,2.64,"per 1,000 live births"
Oct 1 2022,IMR by age,Neonatal,2.63,"per 1,000 live births"
Jan 1 2023,IMR by age,Neonatal,2.64,"per 1,000 live births"
Apr 1 2023,IMR by age,Neonatal,2.66,"per 1,000 live births"
Jul 1 2023,IMR by age,Neonatal,2.68,"per 1,000 live births"
Oct 1 2023,IMR by age,Neonatal,2.72,"per 1,000 live births"
Jan 1 2024,IMR by age,Neonatal,2.74,"per 1,000 live births"
Apr 1 2024,IMR by age,Neonatal,2.73,"per 1,000 live births"
Jul 1 2024,IMR by age,Neonatal,2.52,"per 1,000 live births"
Oct 1 2024,IMR by age,Neonatal,2.46,"per 1,000 live births"
Jan 1 2022,IMR by age,Post-neonatal,1.54,"per 1,000 live births"
Apr 1 2022,IMR by age,Post-neonatal,1.57,"per 1,000 live births"
Jul 1 2022,IMR by age,Post-neonatal,1.59,"per 1,000 live births"
Oct 1 2022,IMR by age,Post-neonatal,1.66,"per 1,000 live births"
Jan 1 2023,IMR by age,Post-neonatal,1.67,"per 1,000 live births"
Apr 1 2023,IMR by age,Post-neonatal,1.6,"per 1,000 live births"
Jul 1 2023,IMR by age,Post-neonatal,1.47,"per 1,000 live births"
Oct 1 2023,IMR by age,Post-neonatal,1.48,"per 1,000 live births"
Jan 1 2024,IMR by age,Post-neonatal,1.48,"per 1,000 live births"
Apr 1 2024,IMR by age,Post-neonatal,1.46,"per 1,000 live births"
Jul 1 2024,IMR by age,Post-neonatal,1.53,"per 1,000 live births"
Oct 1 2024,IMR by age,Post-neonatal,1.43,"per 1,000 live births"
Jan 1 2022,IMR by borough,Bronx,5,"per 1,000 live births"
Apr 1 2022,IMR by borough,Bronx,5.04,"per 1,000 live births"
Jul 1 2022,IMR by borough,Bronx,5.15,"per 1,000 live births"
Oct 1 2022,IMR by borough,Bronx,5.77,"per 1,000 live births"
Jan 1 2023,IMR by borough,Bronx,5.94,"per 1,000 live births"
Apr 1 2023,IMR by borough,Bronx,6.04,"per 1,000 live births"
Jul 1 2023,IMR by borough,Bronx,5.86,"per 1,000 live births"
Oct 1 2023,IMR by borough,Bronx,4.94,"per 1,000 live births"
Jan 1 2024,IMR by borough,Bronx,4.6,"per 1,000 live births"
Apr 1 2024,IMR by borough,Bronx,4.14,"per 1,000 live births"
Jul 1 2024,IMR by borough,Bronx,4.25,"per 1,000 live births"
Oct 1 2024,IMR by borough,Bronx,4.27,"per 1,000 live births"
Jan 1 2022,IMR by borough,Brooklyn,3.03,"per 1,000 live births"
Apr 1 2022,IMR by borough,Brooklyn,3.13,"per 1,000 live births"
Jul 1 2022,IMR by borough,Brooklyn,3.42,"per 1,000 live births"
Oct 1 2022,IMR by borough,Brooklyn,3.32,"per 1,000 live births"
Jan 1 2023,IMR by borough,Brooklyn,3.46,"per 1,000 live births"
Apr 1 2023,IMR by borough,Brooklyn,3.39,"per 1,000 live births"
Jul 1 2023,IMR by borough,Brooklyn,3.11,"per 1,000 live births"
Oct 1 2023,IMR by borough,Brooklyn,3.44,"per 1,000 live births"
Jan 1 2024,IMR by borough,Brooklyn,3.34,"per 1,000 live births"
Apr 1 2024,IMR by borough,Brooklyn,3.52,"per 1,000 live births"
Jul 1 2024,IMR by borough,Brooklyn,3.6,"per 1,000 live births"
Oct 1 2024,IMR by borough,Brooklyn,3.28,"per 1,000 live births"
Jan 1 2022,IMR by borough,Manhattan,2.35,"per 1,000 live births"
Apr 1 2022,IMR by borough,Manhattan,2.75,"per 1,000 live births"
Jul 1 2022,IMR by borough,Manhattan,2.51,"per 1,000 live births"
Oct 1 2022,IMR by borough,Manhattan,2.44,"per 1,000 live births"
Jan 1 2023,IMR by borough,Manhattan,2.7,"per 1,000 live births"
Apr 1 2023,IMR by borough,Manhattan,2.52,"per 1,000 live births"
Jul 1 2023,IMR by borough,Manhattan,2.75,"per 1,000 live births"
Oct 1 2023,IMR by borough,Manhattan,3.02,"per 1,000 live births"
Jan 1 2024,IMR by borough,Manhattan,2.87,"per 1,000 live births"
Apr 1 2024,IMR by borough,Manhattan,2.98,"per 1,000 live births"
Jul 1 2024,IMR by borough,Manhattan,2.56,"per 1,000 live births"
Oct 1 2024,IMR by borough,Manhattan,2.82,"per 1,000 live births"
Jan 1 2022,IMR by borough,Queens,4.2,"per 1,000 live births"
Apr 1 2022,IMR by borough,Queens,4.12,"per 1,000 live births"
Jul 1 2022,IMR by borough,Queens,4.13,"per 1,000 live births"
Oct 1 2022,IMR by borough,Queens,3.93,"per 1,000 live births"
Jan 1 2023,IMR by borough,Queens,3.78,"per 1,000 live births"
Apr 1 2023,IMR by borough,Queens,3.53,"per 1,000 live births"
Jul 1 2023,IMR by borough,Queens,3.77,"per 1,000 live births"
Oct 1 2023,IMR by borough,Queens,4.06,"per 1,000 live births"
Jan 1 2024,IMR by borough,Queens,4.26,"per 1,000 live births"
Apr 1 2024,IMR by borough,Queens,4.3,"per 1,000 live births"
Jul 1 2024,IMR by borough,Queens,3.8,"per 1,000 live births"
Oct 1 2024,IMR by borough,Queens,3.71,"per 1,000 live births"
Jan 1 2022,IMR by borough,Staten Island,5.55,"per 1,000 live births"
Apr 1 2022,IMR by borough,Staten Island,5.45,"per 1,000 live births"
Jul 1 2022,IMR by borough,Staten Island,5.79,"per 1,000 live births"
Oct 1 2022,IMR by borough,Staten Island,4.5,"per 1,000 live births"
Jan 1 2023,IMR by borough,Staten Island,4.5,"per 1,000 live births"
Apr 1 2023,IMR by borough,Staten Island,4.11,"per 1,000 live births"
Jul 1 2023,IMR by borough,Staten Island,3.1,"per 1,000 live births"
Oct 1 2023,IMR by borough,Staten Island,4.18,"per 1,000 live births"
Jan 1 2024,IMR by borough,Staten Island,3.76,"per 1,000 live births"
Apr 1 2024,IMR by borough,Staten Island,3.93,"per 1,000 live births"
Jul 1 2024,IMR by borough,Staten Island,3.7,"per 1,000 live births"
Oct 1 2024,IMR by borough,Staten Island,3.06,"per 1,000 live births"
Jan 1 2022,IMR by race/ethnicity,Asian/PI,2.84,"per 1,000 live births"
Apr 1 2022,IMR by race/ethnicity,Asian/PI,2.49,"per 1,000 live births"
Jul 1 2022,IMR by race/ethnicity,Asian/PI,1.85,"per 1,000 live births"
Oct 1 2022,IMR by race/ethnicity,Asian/PI,1.93,"per 1,000 live births"
Jan 1 2023,IMR by race/ethnicity,Asian/PI,2.34,"per 1,000 live births"
Apr 1 2023,IMR by race/ethnicity,Asian/PI,2.93,"per 1,000 live births"
Jul 1 2023,IMR by race/ethnicity,Asian/PI,3.08,"per 1,000 live births"
Oct 1 2023,IMR by race/ethnicity,Asian/PI,2.67,"per 1,000 live births"
Jan 1 2024,IMR by race/ethnicity,Asian/PI,3.05,"per 1,000 live births"
Apr 1 2024,IMR by race/ethnicity,Asian/PI,2.76,"per 1,000 live births"
Jul 1 2024,IMR by race/ethnicity,Asian/PI,2.73,"per 1,000 live births"
Oct 1 2024,IMR by race/ethnicity,Asian/PI,2.81,"per 1,000 live births"
Jan 1 2022,IMR by race/ethnicity,Black,8.14,"per 1,000 live births"
Apr 1 2022,IMR by race/ethnicity,Black,7.8,"per 1,000 live births"
Jul 1 2022,IMR by race/ethnicity,Black,8.32,"per 1,000 live births"
Oct 1 2022,IMR by race/ethnicity,Black,7.63,"per 1,000 live births"
Jan 1 2023,IMR by race/ethnicity,Black,7.75,"per 1,000 live births"
Apr 1 2023,IMR by race/ethnicity,Black,7.82,"per 1,000 live births"
Jul 1 2023,IMR by race/ethnicity,Black,8.04,"per 1,000 live births"
Oct 1 2023,IMR by race/ethnicity,Black,8.28,"per 1,000 live births"
Jan 1 2024,IMR by race/ethnicity,Black,7.85,"per 1,000 live births"
Apr 1 2024,IMR by race/ethnicity,Black,7.71,"per 1,000 live births"
Jul 1 2024,IMR by race/ethnicity,Black,6.9,"per 1,000 live births"
Oct 1 2024,IMR by race/ethnicity,Black,6.42,"per 1,000 live births"
Jan 1 2022,IMR by race/ethnicity,Hispanic,4.09,"per 1,000 live births"
Apr 1 2022,IMR by race/ethnicity,Hispanic,4.53,"per 1,000 live births"
Jul 1 2022,IMR by race/ethnicity,Hispanic,4.87,"per 1,000 live births"
Oct 1 2022,IMR by race/ethnicity,Hispanic,4.89,"per 1,000 live births"
Jan 1 2023,IMR by race/ethnicity,Hispanic,4.55,"per 1,000 live births"
Apr 1 2023,IMR by race/ethnicity,Hispanic,4.46,"per 1,000 live births"
Jul 1 2023,IMR by race/ethnicity,Hispanic,4.23,"per 1,000 live births"
Oct 1 2023,IMR by race/ethnicity,Hispanic,4.64,"per 1,000 live births"
Jan 1 2024,IMR by race/ethnicity,Hispanic,4.75,"per 1,000 live births"
Apr 1 2024,IMR by race/ethnicity,Hispanic,4.48,"per 1,000 live births"
Jul 1 2024,IMR by race/ethnicity,Hispanic,4.42,"per 1,000 live births"
Oct 1 2024,IMR by race/ethnicity,Hispanic,4.28,"per 1,000 live births"
Jan 1 2022,IMR by race/ethnicity,White,1.99,"per 1,000 live births"
Apr 1 2022,IMR by race/ethnicity,White,2.17,"per 1,000 live births"
Jul 1 2022,IMR by race/ethnicity,White,2.28,"per 1,000 live births"
Oct 1 2022,IMR by race/ethnicity,White,2.68,"per 1,000 live births"
Jan 1 2023,IMR by race/ethnicity,White,2.86,"per 1,000 live births"
Apr 1 2023,IMR by race/ethnicity,White,2.59,"per 1,000 live births"
Jul 1 2023,IMR by race/ethnicity,White,2.33,"per 1,000 live births"
Oct 1 2023,IMR by race/ethnicity,White,2.22,"per 1,000 live births"
Jan 1 2024,IMR by race/ethnicity,White,1.96,"per 1,000 live births"
Apr 1 2024,IMR by race/ethnicity,White,2.33,"per 1,000 live births"
Jul 1 2024,IMR by race/ethnicity,White,2.43,"per 1,000 live births"
Oct 1 2024,IMR by race/ethnicity,White,2.19,"per 1,000 live births"
